0.00000	3796.736	0.7307605
0.00483	3796.218	0.7141139
0.00966	3795.193	0.7208046
0.01448	3794.594	0.5855377
0.01930	3794.260	0.4697025
0.02410	3795.580	0.3682358
0.02891	3794.698	0.2643409
0.03371	3794.018	0.1820700
0.03850	3792.762	0.1213819
0.04321	3789.587	0.0657952
0.04790	3789.337	0.0265843
0.05255	3789.066	0.0142224
0.05720	3786.683	0.0142224
0.06186	3786.437	0.0101243
0.06649	3786.158	0.0085640
0.07112	3785.877	0.0085640
0.07574	3785.578	0.0085640
0.08035	3785.608	0.0085640
0.08497	3780.942	0.0085640
0.08958	3783.066	0.0000000
0.09417	3781.729	0.0000000
0.09876	3780.628	0.0000000
0.10330	3779.671	0.0000000
0.10790	3780.031	0.0000000
0.11250	3781.330	0.0000000
0.11700	3780.153	0.0000000
0.12160	3779.413	0.0000000
0.12620	3778.711	0.0000000
0.13080	3778.041	0.0000000
0.13540	3777.394	0.0000000
0.14000	3776.645	0.0000000
0.14460	3773.180	0.0000000
0.14930	3775.572	0.0000000
0.15380	3774.592	0.0000000
0.15850	3774.362	0.0000000
0.16310	3774.715	0.0000000
0.16760	3774.059	0.0000000
0.17220	3773.286	0.0000000
0.17690	3772.678	0.0000000
0.18150	3772.357	0.0000000
0.18610	3772.057	0.0000000
0.19070	3771.788	0.0000000
0.19530	3771.842	0.0000000
0.19990	3771.668	0.0000000
0.20450	3772.425	0.0000000
0.20910	3773.606	0.0000000
0.21370	3772.883	0.0000000
0.21840	3773.100	0.0000000
0.22300	3775.354	0.0000000
0.22760	3774.764	0.0000000
0.23230	3773.771	0.0000000
0.23690	3771.000	0.0000000
0.24160	3772.727	0.0000000
0.24620	3775.045	0.0000000
0.25080	3772.951	0.0000000
0.25550	3774.911	0.0000000
0.26010	3771.540	0.0000000
0.26470	3774.233	0.0000000
0.26940	3773.030	0.0000000
0.27400	3770.913	0.0000000
0.27870	3771.195	0.0000000
0.28330	3770.444	0.0000000
0.28800	3771.142	0.0000000
0.29260	3770.652	0.0000000
0.29730	3770.705	0.0000000
0.30190	3770.202	0.0000000
0.30660	3771.929	0.0000000
0.31120	3774.106	0.0000000
0.31590	3772.693	0.0000000
0.32060	3773.155	0.0000000
0.32520	3773.108	0.0000000
0.32990	3778.587	0.0000000
0.33460	3777.429	0.0000000
0.33920	3776.393	0.0000000
0.34390	3775.425	0.0000000
0.34850	3774.278	0.0000000
0.35320	3775.480	0.0092419
0.35780	3771.672	0.0053278
0.36250	3770.257	0.0045942
0.36720	3770.437	0.0041137
0.37180	3771.255	0.0000000
0.37650	3773.270	0.0000000
0.38120	3772.548	0.0030971
0.38580	3774.757	0.0000000
